71.33	13529
71.42	12322
71.42	12322
71.48	18887
71.58	16905
71.72	12549
71.73	8226
71.74	14637
71.81	12520
71.9	15091
71.99	10002
72.19	9905
72.19	9905
72.24	17027
72.27	18265
72.27	17228
72.27	17228
72.38	13126
72.46	11317
72.6	16116
72.6	14808
72.78	21435
72.92	23039
73.08	10058
73.09	13409
73.13	10530
73.21	7923
73.23	16660
73.37	18809
73.4	16077
73.4	16077
73.4	16622
73.4	16622
73.56	16722
73.66	8214
73.66	8214
73.74	8341
73.88	10829
73.92	16911
74.09	15657
74.09	17142
74.22	15630
74.26	21008
74.46	24040
74.46	24040
74.51	17850
74.62	14554
74.72	10841
74.76	8628
75.06	13643
75.08	16117
75.09	10788
75.23	23528
75.25	6977
75.53	10063
75.59	21167
75.6	11879
75.6	10847
75.6	10847
75.63	10314
75.84	17537
75.9	13505
75.96	15074
76.02	16838
76.07	17090
76.09	18268
76.2	15735
76.2	15617
76.2	15617
76.42	23162
76.45	12427
76.47	23801
76.48	16737
76.59	11882
76.64	12135
76.65	17874
76.72	20204
76.72	20204
76.72	19943
76.8	12631
76.81	18097
76.89	11185
76.93	21189
76.96	9356
76.98	16628
77.11	15109
77.21	23055
77.22	20073
77.27	17083
77.29	9057
77.35	16161
77.42	14725
77.6	11341
77.66	15040
77.67	8240
77.69	14674
77.82	22488
77.96	9749
78	19872
78	15129
78	5962
78	5962
78	7949
78.12	15105
78.12	18690
78.13	25983
78.18	26606
78.23	13806
78.31	14686
78.37	18987
78.4	15307
78.43	11348
78.43	11348
78.44	20959
78.5	25351
78.63	17297
78.63	6995
78.86	15725
78.87	10397
78.91	14321
79.02	13415
79.09	19978
79.15	11624
79.15	11624
79.19	14775
79.32	19542
79.33	12858
79.53	13329
79.53	18861
79.55	8549
79.59	14701
79.75	15674
79.81	19923
79.85	13275
79.98	12379
80	16875
80.07	22044
80.09	6493
80.16	14971
80.16	14971
80.19	8730
80.21	13590
80.21	16831
80.24	11965
80.28	19806
80.33	12200
80.33	15549
80.35	17549
80.38	6594
80.54	10554
80.62	17986
80.63	17116
80.63	10542
80.7	15800
80.72	11770
80.72	11522
80.79	25127
80.83	17321
80.86	14965
80.86	14965
81	17655
81.08	15541
81.08	15541
81.1	15648
81.19	12071
81.2	15025
81.2	15025
81.22	13790
81.22	16450
81.27	14766
81.33	20288
81.34	15122
81.35	19054
81.36	13766
81.46	7243
81.46	7243
81.46	8103
81.47	9820
81.5	13866
81.6	20344
81.69	13894
81.7	20564
81.75	14312
81.75	14435
81.75	16270
81.95	19891
81.95	19891
82.25	15198
82.29	13125
82.29	18350
82.29	14097
82.29	14097
82.42	24873
82.47	14915
82.52	17330
82.53	18660
82.57	15260
82.67	13403
82.81	13163
82.81	13163
82.82	13946
82.93	11154
82.96	15731
82.96	15731
83.11	7942
83.16	9741
83.17	24769
83.22	17064
83.22	13819
83.24	13816
83.24	13816
83.24	10152
83.26	17776
83.29	24133
83.32	16443
83.34	16079
83.34	15959
83.57	12684
83.68	12190
83.81	18137
83.86	14906
83.87	12162
83.92	14276
83.95	14271
83.96	19653
83.98	15599
83.98	15599
84.01	20236
84.12	10224
84.12	17357
84.12	16168
84.19	12591
84.19	12591
84.24	12227
84.26	15429
84.29	17203
84.3	13464
84.3	13464
84.44	16462
84.47	11247
84.52	12779
84.58	15962
84.65	17484
84.7	10272
84.78	9083
84.8	11911
84.8	11911
84.88	16377
84.91	12131
84.91	10364
84.92	19960
85	8683
85	8565
85	15765
85.07	18221
85.08	8816
85.2	13616
85.21	13849
85.21	13849
85.26	17125
85.27	11376
85.27	11376
85.41	16158
85.45	14746
85.73	9099
85.74	15338
85.76	13049
85.84	12582
85.91	11408
85.97	22799
86.2	16764
86.22	7539
86.23	12989
86.28	23413
86.35	10655
86.37	16557
86.38	20260
86.4	12153
86.41	15624
86.52	17338
86.53	6935
86.54	14445
86.59	9008
86.74	15795
86.78	15211
86.8	12328
86.8	12328
86.87	20261
86.88	5756
86.98	10808
86.98	14487
87	5736
87.12	19399
87.15	12163
87.15	13632
87.16	15719
87.24	8597
87.24	8597
87.24	11463
87.27	12032
87.32	17408
87.34	14312
87.4	8216
87.5	11658
87.51	20798
87.58	24549
87.61	10958
87.64	20995
87.64	20995
87.78	20051
87.82	24482
87.83	12525
87.88	13769
87.89	19912
87.9	14221
87.92	11238
88	13410
88.06	21350
88.06	11129
88.06	11129
88.22	20404
88.24	15300
88.26	21754
88.3	7928
88.38	14483
88.4	16403
88.42	29179
88.44	11873
88.44	11873
88.45	23743
88.48	16162
88.52	15251
88.54	15361
88.56	16486
88.57	21227
88.61	23192
88.63	13991
88.64	17825
88.65	14665
88.66	17483
88.69	24017
88.69	24017
88.78	22415
88.8	12388
88.84	21386
88.86	11929
88.88	15077
88.88	15077
88.91	16309
88.93	14956
88.97	20007
89.01	18987
89.08	20768
89.08	22677
89.09	12348
89.09	12011
89.09	12011
89.15	14414
89.16	11665
89.17	16037
89.17	16037
89.27	22741
89.3	15118
89.35	13319
89.35	13319
89.36	26858
89.37	13092
89.39	17228
89.4	17338
89.43	15644
89.46	13191
89.46	13191
89.47	16542
89.62	12386
89.62	12275
89.64	14280
89.66	21749
89.69	14829
89.72	21400
89.75	14039
89.78	10582
89.86	15024
89.89	12683
89.98	12225
89.99	21114
89.99	21114
89.99	13335
89.99	13335
90	18889
90.09	14431
90.1	11987
90.13	18085
90.17	13087
90.17	14418
90.23	26100
90.23	26100
90.24	12190
90.24	12057
90.3	13068
90.3	13068
90.3	12736
90.31	14174
90.31	14174
90.32	14172
90.35	12397
90.37	20251
90.38	20470
90.4	14049
90.42	8406
90.5	13481
90.63	9159
90.69	14886
90.7	13451
90.7	8931
90.71	14883
90.73	16864
90.77	10026
90.77	10026
90.78	22142
90.96	24704
91.12	12621
91.25	22247
91.41	14660
91.52	15953
91.56	19223
91.68	18325
91.69	16687
91.72	9268
91.73	7501
91.73	7501
91.82	7842
91.82	17426
91.83	15137
91.96	19357
91.97	15549
91.97	15549
92.19	13776
92.32	12782
92.55	11778
92.6	16091
92.73	15314
92.79	20800
92.84	12657
92.85	11740
92.87	12491
92.88	12059
92.9	22390
92.96	20224
92.97	25277
93.03	26336
93.09	11710
93.09	11710
93.19	21999
93.22	9226
93.34	20892
93.38	9403
93.44	7278
93.54	19671
93.54	50246
93.55	15180
93.74	15341
93.75	12694
93.77	6922
93.77	15890
93.77	15890
93.78	22393
93.87	22905
94.14	18696
94.2	23886
94.2	23886
94.2	8153
94.21	10934
94.25	15916
94.28	12304
94.28	11986
94.44	15778
94.54	7172
94.59	21884
94.66	9824
94.7	17530
94.7	19219
94.72	11508
94.75	12454
94.8	7384
94.88	12437
95	11158
95	11158
95.02	21575
95.11	20503
95.26	15012
95.27	17110
95.34	11433
95.36	22127
95.37	22649
95.42	13834
95.42	13834
95.44	19699
95.44	19699
95.45	10058
95.46	14666
95.46	13305
95.48	16967
95.52	11726
95.53	16644
95.59	11822
95.62	21440
95.69	14422
95.76	19633
95.77	16498
95.89	13036
95.89	16165
95.97	11046
95.98	17921
95.98	16566
96	15105
96.17	15286
96.32	13290
96.36	10067
96.36	10067
96.36	16397
96.37	12453
96.37	12764
96.41	17634
96.41	15144
96.52	22483
96.67	14690
96.78	14363
96.82	18385
96.99	17940
97	13918
97	13918
97	11341
97.03	21437
97.03	21437
97.03	14017
97.07	13908
97.34	11609
97.34	15400
97.41	17453
97.42	22378
97.62	15161
97.69	7453
97.73	22409
97.83	21057
98	21939
98.01	14081
98.04	16320
98.12	9683
98.19	6926
98.2	21385
98.34	10169
98.44	12191
98.44	26209
98.56	22829
98.56	22829
98.79	13362
98.79	13362
98.92	16478
99	17667
99	22728
99.04	7159
99.05	15750
99.08	10699
99.21	7258
99.22	17940
99.24	15518
99.26	20452
99.29	10978
99.49	17238
99.56	11953
99.58	19583
99.58	19583
99.58	19081
99.66	14851
99.67	12743
99.74	18519
99.79	15533
99.84	20533
99.89	10512
99.94	15010
99.98	25306
100.02	9599
100.02	21996
100.03	10597
100.18	7287
100.32	11663
100.79	21332
100.79	21332
100.82	19044
100.83	21423
101.03	17421
101.04	18112
101.1	10980
101.4	17653
101.44	10647
101.56	18807
101.56	18315
101.74	27817
101.87	17866
101.89	9324
101.98	19612
102.01	22743
102.05	20579
102.06	16167
102.06	16167
102.31	17399
102.96	7285
103.09	23281
103.34	18677
103.39	13638
103.48	13530
103.51	12463
103.51	20192
103.58	7821
103.62	11774
103.62	11774
103.63	20265
103.9	15207
104.33	23196
104.39	12358
104.44	14171
104.44	11969
104.45	15319
104.46	12733
104.46	12733
105.31	16143
105.32	22788
105.33	14052
105.73	8134
105.76	21275
106	9246
106.01	14150
106.09	11594
106.1	6787
106.1	6787
106.28	10915
106.64	15754
106.68	22216
106.77	5526
106.85	15723
106.9	9636
107.03	12147
107.25	5408
107.35	14439
107.64	9941
107.74	17171
107.92	20386
107.93	9266
108	14445
108.35	6350
108.49	13089
108.51	15022
108.51	15022
108.55	13727
108.68	13020
108.68	19507
108.76	8551
108.99	13121
109.04	13849
109.1	22457
109.11	15123
109.11	15123
109.26	14004
109.66	16579
109.77	13483
109.77	12208
110.08	7995
110.18	15793
110.43	13131
110.47	24894
110.5	11041
110.52	15201
110.63	17627
110.9	8711
110.92	7934
111.07	19178
111.07	19358
111.42	19656
111.44	13012
111.59	13443
111.59	13443
111.67	17821
111.67	17910
111.67	17910
111.68	15402
111.74	15214
111.89	9832
111.9	11082
112.12	17705
112.34	10673
112.54	8886
112.59	17142
112.9	13198
113.35	15439
113.66	21380
113.69	10380
113.86	15370
113.89	19493
114.2	16331
114.68	17615
114.79	17685
114.91	8485
115	18000
115	4244
115.18	16496
115.32	11273
115.49	12729
115.93	8626
115.93	8626
116.29	28206
116.34	18051
116.45	15114
116.49	14422
116.68	11142
116.88	20492
117.12	18614
117.19	14080
117.53	13444
117.54	13443
117.54	14549
117.54	14464
117.62	13604
117.84	14427
117.99	9239
118.06	7200
118.34	20197
118.4	18835
118.55	17293
118.67	9017
118.76	11200
118.89	19262
119.28	14923
119.45	16325
119.46	17245
119.55	7529
119.59	23414
119.61	10451
119.76	13361
120.13	24890
120.3	27016
120.7	14251
121	19835
121.16	24596
121.26	19215
121.37	14996
121.4	11862
121.46	17125
121.52	11192
121.94	12712
122.07	10650
122.09	13392
122.13	14329
122.17	22019
122.23	21272
122.26	11043
122.36	18716
122.5	13862
122.77	17106
122.88	14323
122.9	10904
123.04	14630
123.3	12815
123.34	18486
123.34	15892
123.45	17497
124.04	16527
124.11	18371
124.26	21246
124.27	15692
124.3	15930
124.41	9807
124.44	14947
124.56	11481
124.8	19231
124.92	21214
125.04	9118
125.1	24461
125.29	13729
125.3	8580
125.53	18323
125.59	17040
126.42	10916
126.49	14863
126.92	13749
126.96	15753
127.16	9437
127.22	24132
127.23	19336
127.43	16873
127.49	17806
127.59	17165
127.62	21941
127.72	14877
127.78	24652
127.85	17052
128.04	17964
128.54	22484
128.55	15714
128.69	9636
128.83	22123
128.99	22405
129.25	18569
129.43	16148
129.66	32779
129.85	18868
129.98	16849
129.99	21925
130.26	18809
130.32	19031
130.33	9592
131.06	22051
131.27	19807
131.34	28933
131.61	10562
131.64	15946
131.79	14645
131.79	14645
131.82	15400
132.15	24215
132.23	9832
132.55	10940
132.93	13767
132.95	8650
133.15	15772
133.2	15016
133.54	8238
133.62	16091
133.71	14435
134.02	18505
134.46	15470
134.6	7058
134.8	17730
135	16297
135.68	15920
135.9	21708
136.04	17635
136.1	8230
136.19	13584
136.33	15404
136.4	17962
136.5	17949
136.54	10034
136.62	16250
136.72	10606
136.75	8483
136.8	18860
137.31	15877
137.57	9087
137.7	17067
137.86	22342
138.04	12207
138.17	20844
138.66	15578
138.79	12898
138.96	14969
139	12950
139.28	11847
139.81	15235
140.39	26356
140.47	16730
140.98	15464
141.08	14659
141.13	12684
141.23	17631
141.23	14870
141.23	14870
141.27	19538
141.67	13059
142.09	22521
142.18	11324
142.59	24266
142.73	30127
142.84	24153
142.84	21213
143.06	22019
143.31	11165
143.83	13558
143.96	10420
144.45	7546
144.97	4484
145.28	5975
145.37	32332
145.43	8802
145.77	9262
145.92	22239
146.29	11416
146.67	10841
147.06	31688
147.6	17616
148.35	26964
149.12	23472
149.17	13341
149.3	15741
149.32	12725
150.06	15861
150.32	12640
150.35	27603
150.84	7293
151.83	19759
153.44	8017
154.22	10894
155.01	20322
155.65	26342
156.15	26257
157.64	10341
158.36	21155
158.78	26452
159.54	12537
159.71	14089
160.5	23863
160.51	9034
160.95	36906
161.38	12518
161.44	31467
161.44	31467
163.33	18736
165.44	7133
165.66	16903
167.8	4399
167.82	12871
168.06	21897
171.88	21993
172.49	15943
176.05	16019
177.19	22914
177.19	25736
179.83	31697
180.93	7351
181.29	30780
183.53	9427
185.26	13225
190.62	23608
191.5	16972
194.65	9145
197.45	24766
197.45	23804
199.69	24989
200.21	41757
202.09	7918
221.36	22588
221.7	22463
228.88	15074
232.96	23610
250.08	9278
300.91	17448
456.41	37248
