名称,地址,细节,单价(元/m^2)
中登家园 ,经开北,2室2厅 | 101.44平米 | 东南 | 简装 | 中楼层(共29层)  | 塔楼,"10,647元/平"
爱尚泾渭 ,高陵,2室2厅 | 39.33平米 | 南 | 其他 | 中楼层(共16层)  | 板塔结合,"10,044元/平"
东方米兰 ,高新六路,2室2厅 | 96.17平米 | 南 | 精装 | 高楼层(共31层)  | 板塔结合,"15,286元/平"
雅居乐花园 ,长安,2室2厅 | 91.83平米 | 东南 | 简装 | 低楼层(共30层)  | 板楼,"15,137元/平"
华远君城 ,城北,2室1厅 | 86.54平米 | 南 | 简装 | 中楼层(共32层)  | 塔楼,"14,445元/平"
祥林铭邸 ,城东,2室2厅 | 82.93平米 | 北 | 简装 | 中楼层(共27层)  | 板塔结合,"11,154元/平"
和基听城 ,城西,2室1厅 | 56.98平米 | 北 | 精装 | 高楼层(共34层)  | 板楼,"16,673元/平"
沣惠小区(沣惠南路） ,城西,1室1厅 | 46.45平米 | 南 北 | 简装 | 中楼层(共7层)  | 暂无数据,"9,904元/平"
曲江澜山 ,曲江,2室1厅 | 82.81平米 | 东 北 | 简装 | 低楼层(共32层)  | 板塔结合,"13,163元/平"
九形道 ,高新六路,2室1厅 | 63.04平米 | 东 | 精装 | 低楼层(共32层)  | 塔楼,"15,229元/平"
春天花园 ,长安,2室1厅 | 89.09平米 | 南 北 | 简装 | 高楼层(共19层)  | 板楼,"12,011元/平"
金色城市 ,南稍门,2室1厅 | 80.15平米 | 西 | 其他 | 中楼层(共31层)  | 板塔结合,"12,727元/平"
东方米兰 ,高新六路,2室1厅 | 67.15平米 | 西北 | 精装 | 中楼层(共31层)  | 板塔结合,"16,084元/平"
天正花园 ,高陵,2室2厅 | 85.92平米 | 南 北 | 其他 | 低楼层(共6层)  | 板楼,"7,217元/平"
斯惟小区 ,经开北,2室1厅 | 72.19平米 | 南 | 简装 | 高楼层(共18层)  | 塔楼,"9,905元/平"
宏府鹍翔九天 ,城西,2室2厅 | 89.35平米 | 东 | 精装 | 高楼层(共33层)  | 塔楼,"13,319元/平"
天朗大兴郡蔚蓝君城 ,城西,2室1厅 | 57.72平米 | 西 | 精装 | 高楼层(共33层)  | 板塔结合,"16,633元/平"
忆江南 ,长安,2室2厅 | 88.88平米 | 南 | 精装 | 高楼层(共11层)  | 板塔结合,"15,077元/平"
御溪书院 ,城西,2室1厅 | 64.89平米 | 东 | 精装 | 高楼层(共31层)  | 板塔结合,"13,408元/平"
中铁缇香郡 ,浐河西路,2室1厅 | 77.66平米 | 东南 | 简装 | 中楼层(共33层)  | 板塔结合,"15,040元/平"
恒大绿洲 ,安装四处,2室2厅 | 80.7平米 | 南 | 精装 | 高楼层(共11层)  | 板塔结合,"15,800元/平"
天朗蓝湖树 ,鱼化寨,2室2厅 | 94.7平米 | 南 | 精装 | 中楼层(共25层)  | 板塔结合,"19,219元/平"
群星汇 ,城南,1室1厅 | 56.27平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,"16,173元/平"
北张家庄 ,城东,3室2厅 | 96.36平米 | 东北 | 简装 | 高楼层(共32层)  | 塔楼,"10,067元/平"
百益雅苑 ,城西,2室1厅 | 86.93平米 | 西 北 | 精装 | 28层  | 板塔结合,"11,941元/平"
212所中区 ,城南,2室1厅 | 62.01平米 | 南 | 精装 | 高楼层(共7层)  | 板楼,"8,548元/平"
中华世纪城 ,唐延路,1室1厅 | 48.26平米 | 东 | 精装 | 中楼层(共22层)  | 板塔结合,"20,929元/平"
五星小区 ,城内,2室1厅 | 63.87平米 | 西 东 | 精装 | 高楼层(共7层)  | 塔楼,"7,813元/平"
中海·曲江碧林湾 ,曲江,2室2厅 | 95.36平米 | 南 | 精装 | 低楼层(共34层)  | 板塔结合,"22,127元/平"
天湖名郡 ,高陵,2室1厅 | 98.19平米 | 南 | 其他 | 高楼层(共6层)  | 板塔结合,"6,009元/平"
罗马嘉园 ,广泰门,2室1厅 | 44.77平米 | 北 | 精装 | 中楼层(共18层)  | 塔楼,"20,550元/平"
华远枫悦一期 ,经开北,6室2厅 | 139.66平米 | 南 北 | 毛坯 | 9层  | 板楼,"25,061元/平"
宏林尚品 ,城北,2室2厅 | 95.59平米 | 西北 | 精装 | 中楼层(共33层)  | 塔楼,"11,822元/平"
首创国际城 ,经开北,2室2厅 | 88.52平米 | 南 | 简装 | 高楼层(共34层)  | 板塔结合,"15,251元/平"
斯惟小区 ,经开北,2室2厅 | 85.91平米 | 南 | 简装 | 中楼层(共16层)  | 塔楼,"11,408元/平"
颐馨花园 ,城北,1室1厅 | 63.3平米 | 南 | 精装 | 低楼层(共22层)  | 塔楼,"12,560元/平"
陕建机第四社区 ,城东,2室1厅 | 70.53平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,"7,076元/平"
融侨馨苑 ,城南,2室2厅 | 87.12平米 | 东南 | 毛坯 | 低楼层(共31层)  | 板楼,"19,399元/平"
龙城铭园二期 ,鱼化寨,3室2厅 | 117.61平米 | 南 北 | 精装 | 32层  | 板塔结合,"20,237元/平"
金辉天鹅湾 ,城北,2室2厅 | 83.81平米 | 南 | 精装 | 中楼层(共33层)  | 板塔结合,"18,137元/平"
海荣豪佳花园 ,经开南,2室2厅 | 87.92平米 | 南 北 | 简装 | 高楼层(共25层)  | 塔楼,"11,238元/平"
科创小区南区 ,城南,2室2厅 | 89.62平米 | 东南 | 毛坯 | 中楼层(共26层)  | 板塔结合,"12,386元/平"
风度天城 ,城西,1室1厅 | 64.56平米 | 南 | 精装 | 低楼层(共19层)  | 板塔结合,"15,180元/平"
榕青无界 ,城南,1室2厅 | 64.4平米 | 北 | 简装 | 中楼层(共28层)  | 塔楼,"12,578元/平"
白鹭湾小区东区 ,城内,1室1厅 | 48.47平米 | 南 | 毛坯 | 低楼层(共7层)  | 板楼,"9,058元/平"
钟表材料厂家属院 ,城北,3室1厅 | 60.7平米 | 南 北 | 简装 | 中楼层(共6层)  | 板塔结合,"8,073元/平"
天第 ,城东,2室1厅 | 89.37平米 | 南 | 精装 | 高楼层(共33层)  | 板楼,"13,092元/平"
金仕华城 ,城北,2室1厅 | 69.98平米 | 北 | 精装 | 低楼层(共32层)  | 板塔结合,"12,004元/平"
唐韵三坊 ,城东,2室1厅 | 60.58平米 | 北 | 简装 | 中楼层(共33层)  | 塔楼,"12,628元/平"
青年节131A ,长安,2室1厅 | 63.43平米 | 南 北 | 精装 | 中楼层(共5层)  | 板楼,"10,847元/平"
中铁缤纷南郡 ,陕西大会堂,2室2厅 | 91.98平米 | 南 北 | 精装 | 32层  | 板塔结合,"23,484元/平"
新街坊人家小区 ,城西,2室1厅 | 59.92平米 | 东 西 | 简装 | 低楼层(共7层)  | 板楼,"9,513元/平"
海璟台北湾南区 ,经开南,2室1厅 | 59.46平米 | 东 | 精装 | 高楼层(共33层)  | 板塔结合,"11,269元/平"
荣德棕榈阳光 ,广泰门,2室2厅 | 87.16平米 | 南 | 其他 | 中楼层(共33层)  | 板塔结合,"18,071元/平"
华城国际小区 ,城南,1室1厅 | 56.91平米 | 南 | 精装 | 中楼层(共30层)  | 板塔结合,"13,179元/平"
富力城北区 ,长安,2室2厅 | 88.93平米 | 西 北 | 精装 | 中楼层(共24层)  | 板塔结合,"14,956元/平"
天朗御湖 ,经开北,2室2厅 | 76.02平米 | 南 | 精装 | 低楼层(共33层)  | 板塔结合,"16,838元/平"
桐树湾 ,城北,2室2厅 | 90.24平米 | 西南 | 精装 | 中楼层(共30层)  | 塔楼,"12,057元/平"
首创国际城 ,经开北,2室1厅 | 81.1平米 | 南 北 | 简装 | 中楼层(共34层)  | 板塔结合,"15,648元/平"
明德门(南西区) ,城南,2室1厅 | 65.21平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,"10,858元/平"
佳家SPORT ,经开南,2室1厅 | 87.27平米 | 南 | 精装 | 中楼层(共26层)  | 板塔结合,"12,032元/平"
凯旋广场 ,城南,2室1厅 | 86.35平米 | 南 | 精装 | 低楼层(共27层)  | 塔楼,"10,655元/平"
仁厚庄园 ,城东,2室1厅 | 75.6平米 | 东北 | 简装 | 高楼层(共32层)  | 塔楼,"10,847元/平"
甜水井61号 ,城内,2室1厅 | 54.76平米 | 北 | 简装 | 低楼层(共8层)  | 板楼,"10,775元/平"
渭城风景 ,高陵,2室2厅 | 78平米 | 南 北 | 毛坯 | 高楼层(共15层)  | 塔楼,"5,962元/平"
澳城大厦 ,城南,1室1厅 | 42.85平米 | 北 | 精装 | 高楼层(共32层)  | 板塔结合,"13,303元/平"
天朗蔚蓝东庭 ,广泰门,2室2厅 | 65.63平米 | 东 北 | 精装 | 低楼层(共33层)  | 板楼,"19,809元/平"
百合佳苑 ,城北,2室1厅 | 84.7平米 | 北 东 | 简装 | 高楼层(共14层)  | 塔楼,"10,272元/平"
华府新桃园 ,唐延路,1室2厅 | 62.94平米 | 东南 南 | 精装 | 低楼层(共32层)  | 塔楼,"11,742元/平"
海璟台北湾南区 ,经开南,1室1厅 | 49.91平米 | 北 | 简装 | 低楼层(共33层)  | 板塔结合,"14,226元/平"
西城芳洲 ,城西,1室1厅 | 58.05平米 | 北 | 简装 | 低楼层(共24层)  | 塔楼,"11,715元/平"
宝枫佳苑 ,曲江,2室2厅 | 104.39平米 | 东南 | 简装 | 中楼层(共33层)  | 塔楼,"12,358元/平"
美立方 ,高新六路,2室1厅 | 59.52平米 | 南 | 精装 | 中楼层(共31层)  | 塔楼,"13,945元/平"
西铁工程集团临潼住宅小区 ,临潼,2室1厅 | 54.1平米 | 南 北 | 其他 | 中楼层(共5层)  | 暂无数据,"8,873元/平"
太白南苑 ,城南,2室2厅 | 83.87平米 | 东 | 精装 | 低楼层(共18层)  | 塔楼,"12,162元/平"
新东尚 ,安装四处,2室2厅 | 89.89平米 | 西 | 简装 | 中楼层(共33层)  | 塔楼,"12,683元/平"
宏府鹍翔九天 ,城西,2室2厅 | 84.26平米 | 南 | 精装 | 低楼层(共18层)  | 塔楼,"15,429元/平"
莲湖路第1散排 ,城内,2室1厅 | 53.78平米 | 南 | 其他 | 中楼层(共7层)  | 板楼,"8,368元/平"
龙天名俊 ,陕西大会堂,2室1厅 | 65.58平米 | 南 | 精装 | 高楼层(共30层)  | 板塔结合,"19,214元/平"
海亮新英里 ,雁南,2室1厅 | 79.81平米 | 南 | 精装 | 高楼层(共34层)  | 板塔结合,"19,923元/平"
群星汇 ,城南,2室1厅 | 56.27平米 | 南 | 精装 | 高楼层(共33层)  | 板塔结合,"15,959元/平"
天正幸福里 ,城南,2室1厅 | 81.36平米 | 西北 | 精装 | 中楼层(共26层)  | 塔楼,"13,766元/平"
中天雅苑 ,城北,2室1厅 | 90.35平米 | 南 | 简装 | 低楼层(共32层)  | 板塔结合,"12,397元/平"
翰林新苑 ,城西,2室2厅 | 82.29平米 | 西北 | 精装 | 低楼层(共33层)  | 板塔结合,"13,125元/平"
中铁缤纷南郡 ,陕西大会堂,2室1厅 | 84.42平米 | 南 北 | 精装 | 33层  | 板塔结合,"22,365元/平"
海荣名城 ,经开北,1室1厅 | 65.15平米 | 北 | 简装 | 高楼层(共28层)  | 板塔结合,"11,973元/平"
龙城铭园二期 ,鱼化寨,2室1厅 | 71.53平米 | 北 | 精装 | 32层  | 板塔结合,"17,755元/平"
中华世纪城 ,唐延路,1室1厅 | 43.28平米 | 西 | 精装 | 低楼层(共22层)  | 板楼,"21,026元/平"
天朗大兴郡蔚蓝君城 ,城西,2室1厅 | 57.79平米 | 西 | 简装 | 中楼层(共33层)  | 板塔结合,"15,574元/平"
渭城风景 ,高陵,2室2厅 | 78平米 | 南 北 | 毛坯 | 高楼层(共15层)  | 塔楼,"5,962元/平"
澳城大厦 ,城南,1室1厅 | 42.85平米 | 北 | 精装 | 高楼层(共32层)  | 板塔结合,"13,303元/平"
仁厚庄园 ,城东,2室1厅 | 75.6平米 | 东北 | 简装 | 高楼层(共32层)  | 塔楼,"10,847元/平"
宏途星城 ,城北,2室2厅 | 78.87平米 | 东 | 简装 | 中楼层(共32层)  | 塔楼,"10,397元/平"
建苑家园 ,黄雁村,1室0厅 | 44.54平米 | 南 | 简装 | 10层  | 板楼,"22,452元/平"
榕青无界 ,城南,2室1厅 | 56.61平米 | 北 | 简装 | 低楼层(共28层)  | 塔楼,"12,719元/平"
御笔华府 ,城南,2室1厅 | 79.98平米 | 东北 | 精装 | 低楼层(共33层)  | 塔楼,"12,379元/平"
天朗蓝湖树 ,鱼化寨,2室2厅 | 83.96平米 | 南 北 | 精装 | 低楼层(共23层)  | 塔楼,"19,653元/平"
宏府鹍翔九天 ,城西,2室2厅 | 95.26平米 | 南 北 | 精装 | 高楼层(共33层)  | 塔楼,"15,012元/平"
赛高街区 ,经开南,3室2厅 | 121.52平米 | 南 | 毛坯 | 中楼层(共29层)  | 板塔结合,"11,192元/平"
万科高新华府 ,雁南,3室2厅 | 93.19平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,"21,999元/平"
东方米兰 ,高新六路,2室1厅 | 95.77平米 | 南 | 精装 | 中楼层(共28层)  | 板塔结合,"16,498元/平"
东新街小区 ,城内,2室1厅 | 81.46平米 | 东南 | 简装 | 中楼层(共8层)  | 板楼,"7,243元/平"
曲江澜山 ,曲江,2室1厅 | 88.44平米 | 东 | 精装 | 中楼层(共32层)  | 板塔结合,"11,873元/平"
山水岭秀北区 ,长安,2室2厅 | 96.41平米 | 南 西 | 精装 | 中楼层(共30层)  | 板塔结合,"17,634元/平"
西安公交五公司家属院 ,城南,2室1厅 | 77.96平米 | 东 西 | 精装 | 中楼层(共7层)  | 板塔结合,"9,749元/平"
西城馨苑 ,西咸,2室2厅 | 85.27平米 | 南 北 | 简装 | 低楼层(共25层)  | 板塔结合,"11,376元/平"
天朗蔚蓝东庭 ,广泰门,2室2厅 | 66.13平米 | 西 | 简装 | 高楼层(共34层)  | 板塔结合,"19,129元/平"
八佳花园 ,城西,1室1厅 | 59.25平米 | 西 北 | 简装 | 中楼层(共11层)  | 板楼,"9,587元/平"
银象花园 ,经开南,2室2厅 | 89.99平米 | 南 北 | 简装 | 高楼层(共31层)  | 板楼,"13,335元/平"
绿地新里城尔雅公馆 ,西咸,2室2厅 | 97平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,"13,918元/平"
华远君城 ,城北,2室2厅 | 64.01平米 | 东 | 精装 | 中楼层(共32层)  | 板楼,"16,560元/平"
海荣豪佳花园 ,经开南,2室2厅 | 97.2平米 | 西南 | 其他 | 低楼层(共11层)  | 板塔结合,"11,523元/平"
华豪丽晶 ,黄雁村,2室2厅 | 83.26平米 | 东北 | 精装 | 高楼层(共33层)  | 板塔结合,"17,776元/平"
罗马景福城 ,陕西大会堂,2室1厅 | 89.85平米 | 南 | 精装 | 33层  | 板塔结合,"20,368元/平"
西城馨苑 ,西咸,2室2厅 | 92.55平米 | 南 | 精装 | 中楼层(共25层)  | 板塔结合,"11,778元/平"
满堂悦MOMA ,锦业路,2室1厅 | 76.48平米 | 南 | 简装 | 高楼层(共33层)  | 板塔结合,"16,737元/平"
招商依云曲江 ,曲江,2室1厅 | 75.59平米 | 南 | 其他 | 中楼层(共33层)  | 板塔结合,"21,167元/平"
白鹭湾小区东区 ,城内,2室1厅 | 53.41平米 | 南 北 | 精装 | 中楼层(共7层)  | 板楼,"10,298元/平"
金地褐石公馆 ,曲江,2室2厅 | 78平米 | 南 北 | 精装 | 高楼层(共34层)  | 板塔结合,"19,872元/平"
绿地新里城尔雅公馆 ,西咸,2室2厅 | 97平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,"13,918元/平"
台北湾北区 ,经开南,2室2厅 | 108.68平米 | 南 北 | 简装 | 中楼层(共31层)  | 板塔结合,"13,020元/平"
银象花园 ,经开南,2室2厅 | 89.99平米 | 南 北 | 简装 | 高楼层(共31层)  | 板楼,"13,335元/平"
西市佳园 ,城西,2室2厅 | 88.66平米 | 西北 | 精装 | 中楼层(共22层)  | 板塔结合,"17,483元/平"
招商依云曲江 ,曲江,2室1厅 | 76.72平米 | 南 | 精装 | 低楼层(共32层)  | 板塔结合,"19,943元/平"
紫薇臻品 ,高新六路,2室1厅 | 93.75平米 | 西南 南 | 简装 | 高楼层(共27层)  | 板塔结合,"12,694元/平"
天朗蔚蓝东庭 ,广泰门,2室2厅 | 71.48平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,"18,887元/平"
锦业大厦 ,城南,2室1厅 | 84.78平米 | 东 | 简装 | 中楼层(共22层)  | 塔楼,"9,083元/平"
莱安逸珲 ,高新六路,2室2厅 | 72.92平米 | 南 | 精装 | 低楼层(共20层)  | 板楼,"23,039元/平"
复地优尚国际二期 ,鱼化寨,3室2厅 | 89.39平米 | 东 南 | 精装 | 高楼层(共27层)  | 板塔结合,"17,228元/平"
魏玛公馆 ,经开北,2室1厅 | 86.28平米 | 南 北 | 精装 | 中楼层(共32层)  | 板塔结合,"23,413元/平"
陕西华山半导体小区 ,城南,2室1厅 | 56.42平米 | 南 北 | 精装 | 高楼层(共6层)  | 板楼,"10,458元/平"
圣合家园 ,长安,2室1厅 | 66.25平米 | 南 北 | 简装 | 中楼层(共5层)  | 板楼,"12,967元/平"
曲江澜山 ,曲江,2室1厅 | 88.44平米 | 东 | 精装 | 中楼层(共32层)  | 板塔结合,"11,873元/平"
西城馨苑 ,西咸,2室2厅 | 85.27平米 | 南 北 | 简装 | 低楼层(共25层)  | 板塔结合,"11,376元/平"
八佳花园 ,城西,1室1厅 | 59.25平米 | 西 北 | 简装 | 中楼层(共11层)  | 板楼,"9,587元/平"
华远君城 ,城北,2室2厅 | 64.01平米 | 东 | 精装 | 中楼层(共32层)  | 板楼,"16,560元/平"
赛高国际 ,经开南,2室1厅 | 70.57平米 | 东 | 简装 | 中楼层(共29层)  | 塔楼,"12,045元/平"
御锦城智慧树 ,浐河西路,2室2厅 | 84.58平米 | 南 | 精装 | 中楼层(共33层)  | 板楼,"15,962元/平"
李家村万达广场 ,李家村,2室1厅 | 83.68平米 | 西南 | 精装 | 中楼层(共29层)  | 板塔结合,"12,190元/平"
华远海蓝城二期 ,矿山路,2室1厅 | 80.62平米 | 南 | 简装 | 高楼层(共33层)  | 板塔结合,"17,986元/平"
东新街小区 ,城内,2室1厅 | 81.46平米 | 东南 | 简装 | 中楼层(共8层)  | 板楼,"7,243元/平"
万华园丽景华都 ,经开北,2室2厅 | 94.21平米 | 西 | 精装 | 高楼层(共18层)  | 塔楼,"10,934元/平"
金地西沣公元 ,雁南,2室1厅 | 76.65平米 | 南 | 简装 | 低楼层(共33层)  | 板塔结合,"17,874元/平"
东方罗马花园 ,矿山路,2室1厅 | 49.8平米 | 南 | 精装 | 高楼层(共16层)  | 塔楼,"18,575元/平"
首创国际城 ,经开北,2室2厅 | 88.65平米 | 南 | 精装 | 低楼层(共34层)  | 板塔结合,"14,665元/平"
恒大城 ,城西,2室1厅 | 90.73平米 | 东南 | 精装 | 高楼层(共32层)  | 板塔结合,"16,864元/平"
沣河小区 ,长安,2室2厅 | 101.89平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,"9,324元/平"
天马小区(新城区) ,安装四处,2室1厅 | 80.54平米 | 南 | 简装 | 低楼层(共28层)  | 板塔结合,"10,554元/平"
澳城大厦 ,城南,1室1厅 | 57.33平米 | 西 | 精装 | 高楼层(共32层)  | 板塔结合,"12,036元/平"
锦园曲江龙邸 ,曲江,2室1厅 | 89.08平米 | 东南 南 | 精装 | 低楼层(共33层)  | 板塔结合,"22,677元/平"
御溪望城 ,城西,2室1厅 | 85.21平米 | 南 | 精装 | 中楼层(共31层)  | 塔楼,"13,849元/平"
紫薇臻品 ,高新六路,2室2厅 | 72.6平米 | 东 | 精装 | 中楼层(共27层)  | 塔楼,"14,808元/平"
天正花园 ,高陵,4室1厅 | 144.97平米 | 南 北 | 毛坯 | 高楼层(共5层)  | 板楼,"4,484元/平"
中国铁建瑞园 ,高新六路,1室1厅 | 61.33平米 | 南 | 简装 | 高楼层(共24层)  | 板塔结合,"17,936元/平"
华洲城熙悦都 ,城西,2室2厅 | 80.28平米 | 南 | 精装 | 中楼层(共34层)  | 板楼,"19,806元/平"
旭景崇盛园 ,经开北,2室1厅 | 95.52平米 | 东 南 | 毛坯 | 低楼层(共33层)  | 板塔结合,"11,726元/平"
吉源美郡 ,长安,2室1厅 | 76.59平米 | 西 北 | 简装 | 中楼层(共26层)  | 板塔结合,"11,882元/平"
西安木材厂家属院 ,城东,2室1厅 | 63.85平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,"9,711元/平"
莲湖生活家 ,城西,2室2厅 | 83.16平米 | 南 北 | 简装 | 低楼层(共6层)  | 板塔结合,"9,741元/平"
天伦·佐治公馆 ,城东,2室2厅 | 71.9平米 | 南 | 精装 | 中楼层(共31层)  | 板塔结合,"15,091元/平"
金泰假日花城 ,城南,2室2厅 | 76.51平米 | 南 | 简装 | 26层  | 板塔结合,"18,168元/平"
御锦城鹭湾 ,浐河西路,2室2厅 | 78.31平米 | 南 | 简装 | 高楼层(共31层)  | 板塔结合,"14,686元/平"
富力城南区 ,长安,2室2厅 | 86.37平米 | 南 北 | 精装 | 低楼层(共30层)  | 板塔结合,"16,557元/平"
太华路小区 ,经开北,2室1厅 | 95.34平米 | 南 | 简装 | 中楼层(共32层)  | 板塔结合,"11,433元/平"
金泰假日花城 ,城南,2室2厅 | 95.99平米 | 南 北 | 简装 | 26层  | 板塔结合,"16,252元/平"
三迪枫丹 ,曲江,2室2厅 | 75.62平米 | 北 | 精装 | 26层  | 板塔结合,"17,853元/平"
竹园阳光嘉苑 ,雁南,2室1厅 | 62.17平米 | 北 | 简装 | 低楼层(共33层)  | 塔楼,"16,729元/平"
渭水茗居 ,高陵,2室2厅 | 93.37平米 | 南 | 简装 | 高楼层(共9层)  | 暂无数据,"6,962元/平"
紫薇田园都市B区 ,紫薇田园都市,2室1厅 | 95.02平米 | 南 北 | 简装 | 低楼层(共12层)  | 板楼,"21,575元/平"
天朗蔚蓝东庭 ,广泰门,2室1厅 | 73.83平米 | 西南 | 其他 | 中楼层(共34层)  | 板塔结合,"18,828元/平"
时代风尚小区 ,唐延路,1室1厅 | 53.04平米 | 北 | 简装 | 高楼层(共20层)  | 塔楼,"14,895元/平"
长延居 ,城南,1室1厅 | 51.8平米 | 西 | 简装 | 高楼层(共30层)  | 板塔结合,"11,197元/平"
白桦林间 ,经开北,2室2厅 | 91.96平米 | 东 南 | 精装 | 低楼层(共27层)  | 板塔结合,"19,357元/平"
东泰城市之光北区 ,黄雁村,2室2厅 | 83.17平米 | 东 南 | 精装 | 高楼层(共33层)  | 塔楼,"24,769元/平"
盛世一品 ,经开南,2室1厅 | 59.36平米 | 东北 | 精装 | 高楼层(共27层)  | 塔楼,"17,436元/平"
御锦城原香 ,浐河西路,2室2厅 | 92.87平米 | 南 | 简装 | 中楼层(共24层)  | 板楼,"12,491元/平"
宏府鹍翔九天 ,城西,2室2厅 | 74.09平米 | 北 | 精装 | 中楼层(共33层)  | 塔楼,"15,657元/平"
翠屏湾二期 ,矿山路,2室2厅 | 79.53平米 | 南 | 精装 | 中楼层(共18层)  | 塔楼,"13,329元/平"
天赐苑 ,城北,2室1厅 | 84.52平米 | 西南 | 简装 | 中楼层(共34层)  | 塔楼,"12,779元/平"
阳光丽城 ,城东,3室2厅 | 143.83平米 | 南 | 精装 | 高楼层(共18层)  | 板塔结合,"13,558元/平"
华润二十四城四期 ,西咸,3室2厅 | 126.96平米 | 南 北 | 精装 | 中楼层(共33层)  | 板塔结合,"15,753元/平"
海亮新英里 ,雁南,3室2厅 | 91.25平米 | 南 北 | 其他 | 低楼层(共33层)  | 板塔结合,"24,110元/平"
光明小区(未央) ,城北,2室1厅 | 67.41平米 | 南 | 精装 | 中楼层(共7层)  | 板楼,"11,720元/平"
天朗大兴郡蔚蓝春城 ,城西,3室1厅 | 95.27平米 | 东南 | 简装 | 高楼层(共33层)  | 板塔结合,"17,110元/平"
保利心语花园 ,广泰门,3室2厅 | 103.63平米 | 南 | 精装 | 低楼层(共34层)  | 板楼,"20,265元/平"
铁设院小区 ,曲江,2室2厅 | 106.09平米 | 南 北 | 精装 | 中楼层(共8层)  | 板楼,"11,594元/平"
金辉悦府 ,城西,3室1厅 | 95.11平米 | 东 南 | 精装 | 低楼层(共34层)  | 板塔结合,"20,503元/平"
枫叶苑南区 ,高新一中,3室2厅 | 128.96平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,"28,149元/平"
万科城一期 ,长安,3室1厅 | 88.57平米 | 南 | 精装 | 高楼层(共32层)  | 板塔结合,"21,227元/平"
融尚中央住区 ,城南,3室2厅 | 100.82平米 | 东南 | 精装 | 低楼层(共34层)  | 板塔结合,"19,044元/平"
荣民宫园中央 ,城北,3室2厅 | 123.04平米 | 南 北 | 精装 | 高楼层(共33层)  | 板塔结合,"14,630元/平"
朗郡水木兰亭 ,城东,3室2厅 | 123.3平米 | 东南 | 简装 | 中楼层(共28层)  | 板塔结合,"12,815元/平"
西仪一零一小区 ,城西,2室2厅 | 76.64平米 | 南 北 | 简装 | 中楼层(共6层)  | 板楼,"12,135元/平"
水岸东方1期 ,半坡立交,2室2厅 | 94.33平米 | 南 | 其他 | 高楼层(共25层)  | 板塔结合,"11,874元/平"
复地优尚国际二期 ,鱼化寨,4室2厅 | 131.82平米 | 南 北 | 精装 | 低楼层(共27层)  | 板塔结合,"15,400元/平"
菁华名门 ,经开北,2室2厅 | 116.68平米 | 东南 | 精装 | 中楼层(共26层)  | 塔楼,"11,142元/平"
中航华府 ,城西,4室2厅 | 109.1平米 | 南 北 | 精装 | 低楼层(共33层)  | 板楼,"22,457元/平"
天朗大兴郡蔚蓝君城 ,城西,3室2厅 | 94.73平米 | 南 北 | 其他 | 中楼层(共25层)  | 板塔结合,"17,841元/平"
荣德棕榈阳光 ,广泰门,2室2厅 | 95.98平米 | 南 东南 | 精装 | 低楼层(共33层)  | 板楼,"16,566元/平"
仕嘉公寓B区（绿地世纪城） ,锦业路,2室2厅 | 101.96平米 | 南 北 | 精装 | 18层  | 板塔结合,"19,616元/平"
浐灞半岛A11区 ,浐河西路,2室1厅 | 93.74平米 | 南 | 精装 | 低楼层(共27层)  | 板塔结合,"15,341元/平"
绿地骊山花城 ,临潼,4室2厅 | 150.32平米 | 南 北 | 精装 | 低楼层(共11层)  | 板楼,"12,640元/平"
晶城秀府 ,城南,2室1厅 | 92.2平米 | 南 北 | 精装 | 11层  | 板塔结合,"16,595元/平"
万国花园 ,城南,3室2厅 | 129.42平米 | 南 北 | 其他 | 中楼层(共7层)  | 板楼,"9,427元/平"
城市皇冠 ,高新四路,3室2厅 | 107.03平米 | 东南 | 精装 | 高楼层(共30层)  | 塔楼,"12,147元/平"
海伦春天 ,城西,3室2厅 | 104.44平米 | 北 南 | 精装 | 高楼层(共34层)  | 板塔结合,"14,171元/平"
灞业大境 ,安装四处,1室1厅 | 54.63平米 | 南 | 简装 | 高楼层(共15层)  | 板塔结合,"14,461元/平"
三五零七社区 ,城西,2室1厅 | 67.81平米 | 南 北 | 简装 | 中楼层(共7层)  | 板楼,"10,471元/平"
城市锦上 ,经开南,3室1厅 | 100.83平米 | 东南 | 精装 | 中楼层(共33层)  | 板塔结合,"21,423元/平"
